정답여부, 문제 번호, 문제이름
true,9283,"보드 게임 ""트리"""
true,9284,Adriatic
true,9285,Watering - 1
true,9286,Gradabase
true,9295,주사위
true,9296,Grading Exams
true,9297,Reducing Improper Fractions
true,9298,Ant Entrapment
true,9299,Math Tutoring
true,9315,Lifeboat Balancing
true,9316,Hello Judge
true,9318,위성 사진
true,9319,도청 장치
true,9321,Dreaded Alternating Game
true,9322,철벽 보안 알고리즘
true,9324,진짜 메시지
true,9325,얼마?
true,9327,용량 확보
true,9328,열쇠
true,9329,패스트 푸드 상금
true,9330,Seven Kingdoms
true,9331,Institute of Advanced Category Manipulation
true,9332,Digital Content Protection
true,9333,돈 갚기
true,9334,IQ 테스트
true,9335,소셜 광고
true,9336,아스키 아트 표
true,9337,Flood-It
true,9338,Chemicals Monitoring
true,9341,ZZ
true,9343,랜덤 걷기
true,9345,디지털 비디오 디스크(DVDs)
true,9348,Magic Graphs
true,9349,Fegla and the Bed Bugs
true,9358,순열 접기 게임
true,9359,서로소
true,9363,큰 나눗셈
true,9366,삼각형 분류
true,9368,매수
true,9370,미확인 도착지
true,9371,인코딩 좌표
true,9372,상근이의 여행
true,9373,복도 뚫기
true,9374,감시 카메라
true,9375,패션왕 신해빈
true,9378,Painting
true,9413,제주도 관광
true,9414,프로그래밍 대회 전용 부지
true,9421,소수상근수
true,9426,중앙값 측정
true,9435,Welcome Party
true,9436,Round Robin
true,9437,사라진 페이지 찾기
true,9440,숫자 더하기
true,9450,Heavy Chain Clusterization
true,9455,박스
true,9457,기하학문양
true,9460,메탈
true,9461,파도반 수열
true,9463,순열 그래프
true,9464,직사각형 집합
true,9465,스티커
true,9466,텀 프로젝트
true,9468,Islands in the Data Stream
true,9469,폰 노이만
true,9470,Strahler 순서
true,9471,피사노 주기
true,9472,알고리즘 기말고사
true,9474,삼각 분할과 삼각형
true,9475,파스칼 제곱
true,9479,Ping!
true,9481,Skyscrapers
true,9482,가까운 만유인력
true,9483,Tandem Repeats
true,9484,"최대삼각형, 최소삼각형"
true,9485,It Takes a Village
true,9488,The n Days of Christmas
true,9494,Text Roll
true,9495,바둑
true,9496,조 나누기
true,9498,시험 성적
true,9501,꿍의 우주여행
true,9506,약수들의 합
true,9507,Generations of Tribbles
true,9513,Mass Production
true,9515,지우기 게임
true,9517,아이 러브 크로아티아
true,9518,로마 카톨릭 미사
true,9519,졸려
true,9520,NP-hard
true,9521,색칠 공부
true,9522,직선 게임
true,9524,Beautiful Yekaterinburg
true,9525,룩 배치하기
true,9526,꿍글리쉬
true,9527,1의 개수 세기
true,9528,Disjoint water supply
true,9535,Rubik's Rectangle
true,9536,여우는 어떻게 울지?
true,9537,잘생긴 GCD
true,9538,Subway
true,9539,Escape
true,9540,Draughts
true,9543,Crane
true,9544,Captain Obvious and the Rabbit-Man
true,9545,폭탄 받아라
true,9546,3000번 버스
true,9547,대통령 선거
true,9548,무제
true,9549,암호화된 비밀번호
true,9550,아이들은 사탕을 좋아해
true,9551,바꾸기 놀이
true,9553,양궁
true,9559,Circleland
true,9567,Empty Stalls
true,9568,Line of Sight
true,9569,No Change
true,9570,Farmer John has no Large Brown Cow
true,9571,Crowded Cows
true,9572,Pogo-Cow
true,9574,Goldilocks and the N Cows
true,9575,행운의 수
true,9576,책 나눠주기
true,9577,토렌트
true,9580,Bonus Cards
true,9581,Cactus Automorphisms
true,9582,Dictionary
true,9584,Fraud Busters
true,9585,Green Energy
true,9586,Hack Protection
true,9599,Equal Sum Sets
true,9601,Count the Regions
true,9605,Longest Chain
true,9607,Hidden Tree
true,9609,PSU Campuses
true,9610,사분면
true,9611,Vicinity
true,9612,Maximum Word Frequency
true,9613,GCD 합
true,9616,홀수 정사각형
true,9618,Airport Sort
true,9620,Meeting Room Arrangement
true,9622,Cabin Baggage
true,9623,부분 수열의 길이
true,9625,BABBA
true,9628,KOLINJE
true,9629,두 정수의 거리
true,9633,Increasing Shortest Path
true,9641,Mario Kart
true,9643,Absurdistan Roads
true,9644,Battle for Silver
true,9646,다이어그램과 태블로
true,9649,Grachten
true,9651,Infix to Prefix
true,9652,Jingle Balls
true,9653,스타워즈 로고
true,9654,나부 함대 데이터
true,9655,돌 게임
true,9656,돌 게임 2
true,9657,돌 게임 3
true,9658,돌 게임 4
true,9659,돌 게임 5
true,9660,돌 게임 6
true,9661,돌 게임 7
true,9662,돌 게임 8
true,9663,N-Queen
true,9664,NASLJEDSTVO
true,9665,GMO
true,9666,SUMO
true,9667,GUMA
true,9669,UTRKA
true,9682,The Motorway
true,9683,Bytehattan
true,9684,The Carpenter
true,9685,Demonstrations
true,9686,The Exam
true,9690,Genetic Engineering
true,9692,Blankets
true,9693,시파르
true,9699,RICE SACK
true,9702,LIS
true,9711,피보나치
true,9713,Sum of Odd Sequence
true,9730,Sequence Merging
true,9731,Recurrence
true,9733,꿀벌
true,9734,순환 소수
true,9742,순열
true,9753,짝 곱
true,9763,마을의 친밀도
true,9764,서로 다른 자연수의 합
true,9765,여섯 방정식
true,9817,Necklace of Beads
true,9822,Global Warming
true,9824,Ferries
true,9828,Walking
true,9858,Stampede!
true,9863,Calling All Programmers
true,9866,Vacation Planning
true,9867,Optimal Milking
true,9868,The Bessie Shuffle
true,9869,Milk Scheduling
true,9871,The Bessie Shuffle
true,9872,Record Keeping
true,9873,Cow Baseball
true,9875,Cow Curling
true,9876,Building a Ski Course
true,9877,Ski Course Rating
true,9880,Recording the Moolympics
true,9881,Ski Course Design
true,9882,Balanced Teams
true,9933,민균이의 비밀번호
true,9934,완전 이진 트리
true,9935,문자열 폭발
true,9936,체스로 도미노를 타자
true,9937,직선으로 만드는 삼각형
true,9938,방 청소
true,9941,One Move from Towers of Hanoi
true,9942,하노이의 네 탑
true,9945,Centroid of Point Masses
true,9946,단어 퍼즐
true,9950,Rectangles
true,9988,Roadblock
true,9989,Cow Decathlon
true,9990,Airplane Boarding
true,9991,Auto-Complete
true,9992,비밀 메시지
true,9994,Secret Code
true,9996,한국이 그리울 땐 서버에 접속하지
true,9997,폰트
true,9998,블록 쌓기
true,9999,구구
true,10000,원 영역
true,10001,Hash
true,10003,Tower Defense Game
true,10004,Bytecomputer
true,10006,Colorful Chain
true,10007,레이저
true,10008,Polarization
true,10010,Bajtokrąg
true,10014,Traveling Saga Problem
true,10018,The Lazy Cow
true,10019,Sabotage
true,10020,Counting Friends
true,10021,Watering the Fields
true,10022,The Lazy Cow
true,10025,게으른 백곰
true,10026,적록색약
true,10027,CSS
true,10028,HISTOGRAMI
true,10029,MOSTOVI
true,10030,Fair Photography
true,10031,Cow Optics
true,10032,Code Breaking
true,10033,Fair Photography
true,10035,Odometer
true,10036,Fair Photography
true,10038,Dueling GPSs
true,10039,평균 점수
true,10040,투표
true,10041,관광
true,10042,部活のスケジュール表
true,10043,タクシー
true,10044,小籠包
true,10045,JOI 紋章
true,10046,IOI 饅頭
true,10047,バームクーヘン
true,10048,フクロモモンガ
true,10049,切り取り線
true,10050,블록
true,10051,Buffed Buffet
true,10052,Crane Balancing
true,10053,필승 전략
true,10054,Maze Reduction
true,10056,Metal Processing Plant
true,10058,센서 네트워크
true,10060,감시 카메라
true,10062,은기의 DNA 분자
true,10063,KOSTA
true,10064,GRAD
true,10065,KRAVE
true,10066,팰린드롬
true,10067,수열 나누기
true,10068,구슬이 서말이라도 꿰어야 보배
true,10070,벽
true,10072,곤돌라 - 곤돌라 수열 확인
true,10073,곤돌라 - 교체 수열
true,10074,곤돌라 - 교체 수열의 개수 세기
true,10075,친구
true,10076,휴가
true,10077,Orchard
true,10078,Sightseeing
true,10079,CATS
true,10080,Obelisk
true,10081,Big Circle
true,10082,Fuleco and Brazil ant
true,10089,Profit
true,10090,Counting Inversions
true,10091,Cyclic Marathon
true,10093,숫자
true,10096,세 친구
true,10097,수열
true,10098,양분
true,10099,Portals
true,10100,Senior Postmen
true,10101,삼각형 외우기
true,10102,개표
true,10103,주사위 게임
true,10121,Salad Bar
true,10122,Hotels
true,10123,Bricks
true,10124,Couriers
true,10126,Cards
true,10127,criminals
true,10128,Supercomputer
true,10129,작은 새
true,10130,Rally
true,10131,FarmCraft
true,10132,Around the world
true,10133,Ant colony
true,10134,Tourism
true,10135,Solar lamps
true,10136,Solar Panels
true,10137,Freight
true,10146,Muzeum
true,10148,Bazarek
true,10153,Wykładzina
true,10155,Żarówki
true,10156,과자
true,10157,자리배정
true,10158,개미
true,10159,저울
true,10160,암호
true,10162,전자레인지
true,10163,색종이
true,10164,격자상의 경로
true,10165,버스 노선
true,10166,관중석
true,10167,금광
true,10170,NFC West vs North
true,10171,고양이
true,10172,개
true,10173,니모를 찾아서
true,10174,팰린드롬
true,10178,할로윈의 사탕
true,10179,쿠폰
true,10181,Federation Favorites
true,10205,헤라클레스와 히드라
true,10211,Maximum Subarray
true,10212,Mystery
true,10213,XH Company
true,10214,Baseball
true,10216,Count Circle Groups
true,10217,KCM Travel
true,10218,Maze
true,10219,Meats On The Grill
true,10220,Self Representing Seq
true,10221,Test Data Analysis
true,10222,Tons Of Damage
true,10223,Fertilizing
true,10227,삶의 질
true,10242,Diplomacy
true,10243,Fantastic Problem
true,10244,최대공약수들
true,10245,Gold Bandits
true,10246,부동산 경매
true,10247,Reconnaissance
true,10250,ACM 호텔
true,10251,운전 면허 시험
true,10252,그리드 그래프
true,10253,헨리
true,10254,고속도로
true,10255,교차점
true,10256,돌연변이
true,10257,얼룩
true,10258,스위치 배열
true,10259,Amanda Lounges
true,10260,Basin City Surveillance
true,10261,Catalan Square
true,10262,주사위 게임
true,10263,Opening Ceremony
true,10264,Particle Swapping
true,10265,MT
true,10266,시계 사진들
true,10267,사각형은 몇 개?
true,10268,Road Work
true,10269,Train Passengers
true,10270,Algebraic Teamwork
true,10271,Beam me out!
true,10272,현상금 사냥꾼 김정은
true,10273,고대 동굴 탐사
true,10274,Equator
true,10275,골드 러시
true,10276,Jewelry Exhibition
true,10279,부분 수열이 아님
true,10280,Pizza voting
true,10281,Choosing Ice Cream
true,10282,해킹
true,10283,Floor Painting
true,10284,Lift Problems
true,10286,Runway Planning
true,10288,Talent Selection
true,10290,Word Search
true,10305,Maximal Sum
true,10319,좀비 아포칼립스
true,10320,Button Bashing
true,10321,요새 건설
true,10322,Dropping Directions
true,10323,Excellent Engineers
true,10324,Floating Formation
true,10325,Growling Gears
true,10327,피보나치 문제해결전략
true,10329,Key to Knowledge
true,10330,비트 문자열 재배열하기
true,10332,Shopping
true,10335,There is No Alternative
true,10336,Flipping Parentheses
true,10337,Cornering at Poles
true,10338,Sweet War
true,10350,은행
true,10355,Most Influential Pumpkin
true,10357,Triples
true,10364,Group of Strangers
true,10377,Fragmentation
true,10378,Grave
true,10395,Automated Checking Machine
true,10406,The fellowship of the ring
true,10407,2 타워
true,10409,서버
true,10413,반복되는 부분 문자열
true,10418,Yet Satisfiability Again!
true,10419,지각
true,10420,기념일 1
true,10422,괄호
true,10423,전기가 부족해
true,10424,알고리즘 기말고사
true,10425,피보나치 인버스
true,10426,기념일 2
true,10429,QUENTO
true,10430,나머지
true,10431,줄세우기
true,10432,데이터 스트림의 섬
true,10434,행복한 소수
true,10446,Algorist Club
true,10448,유레카 이론
true,10451,순열 사이클
true,10453,문자열 변환
true,10454,세 네모
true,10456,Travel Card
true,10462,Matryoshka Dolls
true,10464,XOR
true,10465,Rolling Encryption
true,10466,Mailing Origami
true,10467,Line Sweep
true,10468,숫자뽑기게임
true,10471,공간을 만들어 봅시다
true,10474,분수좋아해?
true,10480,Oddities
true,10491,Quite a problem
true,10502,Parades
true,10503,Mountainous landscape
true,10504,덧셈
true,10505,Wheels
true,10506,Can’t stop playing
true,10509,Good morning!
true,10510,Bricks
true,10511,Pork barrel
true,10512,The Imp
true,10513,외계 침략자
true,10517,Radar Coverage
true,10518,Around the Track
true,10520,Cent Savings
true,10521,Digi Comp II
true,10522,Euclidean TSP
true,10523,직선 찾기
true,10525,Hyacinth
true,10526,왜판원 순회
true,10527,Judging Troubles
true,10528,Knapsack Collection
true,10529,GREAT + SWERC = PORTO
true,10530,Flowery Trails
true,10531,Golf Bot
true,10532,Book Club
true,10533,Ricochet Robots
true,10534,락페스티벌
true,10535,Playing with Geometry
true,10537,The Safe Secret
true,10538,빅 픽쳐
true,10539,수빈이와 수열
true,10540,KLOPKA
true,10542,마피아 게임
true,10543,ZABAVA
true,10544,KAMP
true,10546,배부른 마라토너
true,10548,BOB
true,10549,ŠUMA
true,10550,NORMA
true,10551,STROJOPIS
true,10552,DOM
true,10553,SILUETA
true,10554,COCI
true,10555,STOGOVI
true,10556,KAMIONI
true,10559,Containment
true,10562,나이트
true,10564,팔굽혀펴기
true,10565,Salary Inequity
true,10566,도장 도장
true,10569,다면체
true,10570,Favorite Number
true,10571,다이아몬드
true,10573,증가하는 수
true,10589,마법의 체스판
true,10590,Burrito King
true,10596,Improvements
true,10597,순열장난
true,10598,Knockout Racing
true,10599,페르시아의 왕들
true,10610,30
true,10612,PRIPREME
true,10613,MRAVI
true,10614,SABOR
true,10615,STANOVI
true,10616,Bulletproof Car Testing
true,10623,Breadth-First Search by Foxpower
true,10624,Cube Coloring
true,10625,Decoding Ancient Messages
true,10627,Parentheses
true,10629,Proportional Representation
true,10632,Unfair Game
true,10634,Integer in Integer
true,10637,Minimum Spanning Tree
true,10638,Point Distance
true,10639,Revenge of Minimum Cost Flow
true,10641,The J-th Number
true,10642,Tree Reconstruction
true,10643,FUNGHI
true,10647,JABUKE
true,10648,DIVLJAK
true,10649,프리스비
true,10650,Marathon
true,10651,Cow Jog
true,10652,Piggy Back
true,10653,마라톤 2
true,10654,Cow Jog
true,10655,마라톤 1
true,10656,십자말풀이
true,10657,Cow Jog
true,10658,Learning by Example
true,10659,Dictionary
true,10661,Median Tree
true,10663,Stack Maze
true,10666,Magical Bridges
true,10667,Hashigo Sama
true,10669,Cow Rectangles
true,10670,Moovie Mooving
true,10671,Grass Cownoisseur
true,10672,Stampede
true,10673,Cow Routing
true,10674,Meeting Time
true,10675,Cow Routing
true,10676,Cow Routing II
true,10678,Meeting Time
true,10680,Restore Calculation
true,10681,SIRO Challenge
true,10684,Shipura
true,10685,Floating Islands
true,10695,Dalia
true,10696,Prof. Ossama
true,10698,Ahmed Aly
true,10699,오늘 날짜
true,10703,유성
true,10704,KRATKI
true,10705,NEO
true,10706,WTF
true,10707,수도요금
true,10708,크리스마스 파티
true,10709,기상캐스터
true,10710,실크로드
true,10711,모래성
true,10712,財宝
true,10713,기차 여행
true,10714,케이크 자르기 2
true,10715,JOI 공원
true,10716,코딩 대회
true,10717,성벽
true,10718,We love kriii
true,10719,Baekjoon Database Management System
true,10722,Binary Mobile Tree
true,10723,판게아 1
true,10724,판게아 2
true,10725,빛의 왕과 거울의 미로 1
true,10726,빛의 왕과 거울의 미로 2
true,10727,룩과 구슬
true,10728,XOR삼형제 1
true,10729,업적의 노예 1
true,10730,업적의 노예 2
true,10731,업적의 노예 3
true,10733,\(I\)교신자 1
true,10736,XOR삼형제 2
true,10737,It has the same Suffix Array
true,10739,KRIZA
true,10740,ACM
true,10742,PROSJEK
true,10743,POLICE
true,10744,Cow Hopscotch
true,10745,Censoring
true,10746,Fencing the Herd
true,10747,Censoring
true,10748,Cow Hopscotch
true,10749,Superbull
true,10750,Censoring
true,10751,COW
true,10753,ČVENK
true,10754,KOVANICE
true,10756,편식
true,10757,큰 수 A+B
true,10759,팰린드롬 경로 3
true,10760,Trapped in the Haybales
true,10762,Trapped in the Haybales
true,10766,Trapped in the Haybales
true,10767,Palindromic Paths
true,10768,특별한 날
true,10769,행복한지 슬픈지
true,10772,π-day
true,10773,제로
true,10774,저지
true,10775,공항
true,10776,제국
true,10777,허니버터칩
true,10779,Editor
true,10780,Network
true,10781,File Paths
true,10782,Hacker
true,10783,Tug of War
true,10784,Amalgamated Artichokes
true,10785,Asteroids
true,10786,Catering
true,10787,Cutting Cheese
true,10788,Evolution in Parallel
true,10789,가상 키보드 입력
true,10790,달리기
true,10791,Qanat
true,10792,Ship Traffic
true,10793,Tile Cutting
true,10794,Tours
true,10796,Window Manager
true,10797,10부제
true,10798,세로읽기
true,10799,쇠막대기
true,10800,컬러볼
true,10801,카드게임
true,10802,369 게임
true,10803,정사각형 만들기
true,10804,카드 역배치
true,10805,L 모양의 종이 자르기
true,10806,공중도시
true,10807,개수 세기
true,10808,알파벳 개수
true,10809,알파벳 찾기
true,10810,공 넣기
true,10811,바구니 뒤집기
true,10812,바구니 순서 바꾸기
true,10813,공 바꾸기
true,10814,나이순 정렬
true,10815,숫자 카드
true,10816,숫자 카드 2
true,10817,세 수
true,10818,"최소, 최대"
true,10819,차이를 최대로
true,10820,문자열 분석
true,10821,정수의 개수
true,10822,더하기
true,10823,더하기 2
true,10824,네 수
true,10825,국영수
true,10826,피보나치 수 4
true,10827,a^b
true,10828,스택
true,10829,이진수 변환
true,10830,행렬 제곱
true,10833,사과
true,10834,벨트
true,10835,카드게임
true,10836,여왕벌
true,10837,동전 게임
true,10838,트리
true,10839,미술관
true,10840,구간 성분
true,10841,매트
